id_voto;dpi_ciudadano;mesa_id;fecha_hora;
102;6542580000000;32;2023-06-25 19:56:00;
103;7841230000000;98;2023-06-25 13:14:00;
104;1622020000000;53;2023-06-25 10:56:00;
105;4695860000000;68;2023-06-25 16:55:00;
106;8246030000000;93;2023-06-25 13:43:00;
107;8563900000000;8;2023-06-25 13:30:00;
108;4522650000000;83;2023-06-25 10:35:00;
109;7893350000000;76;2023-06-25 05:45:00;
110;5642520000000;71;2023-06-25 11:52:00;
111;7074280000000;67;2023-06-25 18:55:00;
112;4792520000000;58;2023-06-25 17:38:00;
113;3534820000000;56;2023-06-25 06:17:00;
114;8334010000000;58;2023-06-25 06:37:00;
115;1235680000000;70;2023-06-25 18:08:00;
116;4559770000000;76;2023-06-25 16:58:00;
117;4628710000000;77;2023-06-25 10:53:00;
118;2408730000000;78;2023-06-25 08:22:00;
119;2482880000000;5;2023-06-25 11:31:00;
120;1476340000000;21;2023-06-25 16:22:00;
121;6879580000000;54;2023-06-25 12:24:00;
122;2960720000000;87;2023-06-25 13:57:00;
123;4887260000000;46;2023-06-25 07:36:00;
124;1511950000000;60;2023-06-25 14:22:00;
125;4190440000000;15;2023-06-25 11:10:00;
126;8194720000000;57;2023-06-25 14:46:00;
127;8104930000000;79;2023-06-25 07:19:00;
128;3566920000000;45;2023-06-25 05:45:00;
129;7207910000000;17;2023-06-25 18:33:00;
130;1020450000000;3;2023-06-25 14:01:00;
131;8417100000000;81;2023-06-25 05:58:00;
132;3896020000000;96;2023-06-25 18:04:00;
133;6804850000000;99;2023-06-25 07:37:00;
134;9834340000000;87;2023-06-25 11:38:00;
135;4042470000000;23;2023-06-25 13:51:00;
136;3841770000000;46;2023-06-25 19:42:00;
137;7242150000000;92;2023-06-25 17:15:00;
138;3907710000000;60;2023-06-25 06:50:00;
139;7346550000000;23;2023-06-25 05:18:00;
140;6533030000000;19;2023-06-25 11:58:00;
141;7439410000000;82;2023-06-25 08:22:00;
142;1315480000000;82;2023-06-25 19:05:00;
143;3506010000000;19;2023-06-25 10:31:00;
144;2107670000000;67;2023-06-25 16:25:00;
145;8590220000000;96;2023-06-25 12:12:00;
146;1319740000000;15;2023-06-25 11:12:00;
147;2573780000000;45;2023-06-25 09:53:00;
148;3798310000000;99;2023-06-25 13:14:00;
149;1060870000000;17;2023-06-25 18:53:00;
150;7678240000000;59;2023-06-25 11:16:00;
151;6614300000000;42;2023-06-25 07:35:00;
152;9115280000000;22;2023-06-25 05:29:00;
153;8568740000000;39;2023-06-25 05:25:00;
154;2965510000000;87;2023-06-25 12:55:00;
155;6121230000000;23;2023-06-25 16:29:00;
156;9553360000000;3;2023-06-25 12:12:00;
157;4973230000000;36;2023-06-25 11:15:00;
158;1709390000000;38;2023-06-25 12:56:00;
159;4545490000000;62;2023-06-25 06:46:00;
160;7071170000000;6;2023-06-25 06:28:00;
161;3754590000000;33;2023-06-25 13:17:00;
162;1063120000000;62;2023-06-25 05:02:00;
163;1011310000000;97;2023-06-25 11:12:00;
164;2577020000000;46;2023-06-25 17:28:00;
165;6849180000000;84;2023-06-25 15:37:00;
166;2738960000000;50;2023-06-25 16:57:00;
167;7954930000000;95;2023-06-25 18:36:00;
168;9429100000000;89;2023-06-25 19:15:00;
169;4229040000000;28;2023-06-25 12:22:00;
170;1698990000000;55;2023-06-25 16:11:00;
171;9211610000000;63;2023-06-25 11:44:00;
172;5090840000000;58;2023-06-25 12:05:00;
173;9316780000000;53;2023-06-25 14:06:00;
174;9422090000000;85;2023-06-25 18:31:00;
175;3537280000000;15;2023-06-25 19:14:00;
176;2124530000000;73;2023-06-25 17:35:00;
177;8344090000000;28;2023-06-25 11:05:00;
178;7467360000000;24;2023-06-25 07:40:00;
179;6736060000000;44;2023-06-25 08:24:00;
180;3229760000000;45;2023-06-25 11:45:00;
181;4315120000000;18;2023-06-25 09:02:00;
182;6033940000000;77;2023-06-25 19:45:00;
183;8543320000000;89;2023-06-25 11:59:00;
184;3435140000000;87;2023-06-25 09:06:00;
185;8799940000000;4;2023-06-25 12:47:00;
186;9778460000000;38;2023-06-25 15:44:00;
187;4950460000000;17;2023-06-25 07:15:00;
188;4178100000000;59;2023-06-25 05:22:00;
189;2682830000000;50;2023-06-25 16:26:00;
190;3582180000000;62;2023-06-25 17:06:00;
191;9968570000000;50;2023-06-25 16:10:00;
192;3657060000000;13;2023-06-25 16:27:00;
193;9476210000000;92;2023-06-25 19:16:00;
194;5750360000000;1;2023-06-25 14:11:00;
195;5839420000000;38;2023-06-25 11:10:00;
196;3270580000000;32;2023-06-25 17:02:00;
197;5081260000000;44;2023-06-25 06:59:00;
198;6962990000000;71;2023-06-25 18:19:00;
199;3916130000000;55;2023-06-25 14:19:00;
200;6217040000000;86;2023-06-25 05:00:00;
201;4009820000000;93;2023-06-25 05:03:00;
202;5774560000000;92;2023-06-25 15:00:00;
203;6141540000000;4;2023-06-25 16:16:00;
204;1788750000000;59;2023-06-25 11:07:00;
205;7613270000000;13;2023-06-25 19:08:00;
206;4463150000000;56;2023-06-25 07:49:00;
207;5915410000000;19;2023-06-25 11:34:00;
208;3160990000000;80;2023-06-25 18:33:00;
209;8617610000000;48;2023-06-25 11:59:00;
210;8862440000000;8;2023-06-25 07:26:00;
211;8434870000000;87;2023-06-25 05:56:00;
212;5721000000000;24;2023-06-25 12:23:00;
213;9806590000000;65;2023-06-25 09:23:00;
214;3759580000000;82;2023-06-25 08:36:00;
215;7870390000000;41;2023-06-25 07:48:00;
216;6714490000000;36;2023-06-25 19:20:00;
217;2411880000000;92;2023-06-25 06:53:00;
218;2886030000000;14;2023-06-25 14:27:00;
219;1136980000000;66;2023-06-25 19:42:00;
220;1535790000000;6;2023-06-25 15:16:00;
221;6799420000000;91;2023-06-25 10:12:00;
222;6317460000000;57;2023-06-25 14:30:00;
223;2820150000000;99;2023-06-25 06:17:00;
224;4249740000000;54;2023-06-25 08:01:00;
225;2746650000000;48;2023-06-25 07:27:00;
226;9522780000000;99;2023-06-25 13:52:00;
227;5701220000000;5;2023-06-25 15:58:00;
228;4475120000000;77;2023-06-25 14:39:00;
229;2197880000000;16;2023-06-25 06:21:00;
230;5715940000000;51;2023-06-25 08:49:00;
231;1508830000000;69;2023-06-25 12:00:00;
232;2722740000000;17;2023-06-25 13:24:00;
233;6232740000000;66;2023-06-25 11:23:00;
234;8901930000000;80;2023-06-25 10:32:00;
235;6780900000000;83;2023-06-25 07:19:00;
236;3436180000000;38;2023-06-25 14:10:00;
237;3707160000000;60;2023-06-25 08:58:00;
238;1597760000000;90;2023-06-25 14:46:00;
239;4281210000000;54;2023-06-25 19:18:00;
240;9071420000000;14;2023-06-25 12:59:00;
241;3266490000000;100;2023-06-25 16:23:00;
242;5839910000000;50;2023-06-25 05:02:00;
243;7840320000000;79;2023-06-25 16:20:00;
244;9782810000000;70;2023-06-25 13:19:00;
245;4461170000000;25;2023-06-25 05:24:00;
246;9423400000000;8;2023-06-25 12:09:00;
247;2033070000000;89;2023-06-25 17:27:00;
248;4464410000000;19;2023-06-25 12:09:00;
249;5085830000000;16;2023-06-25 13:22:00;
250;2131060000000;44;2023-06-25 10:03:00;
251;6145800000000;33;2023-06-25 16:37:00;
252;1990020000000;50;2023-06-25 07:03:00;
253;5730260000000;62;2023-06-25 08:55:00;
254;4976070000000;78;2023-06-25 13:21:00;
255;6752040000000;73;2023-06-25 09:06:00;
256;5128880000000;80;2023-06-25 10:03:00;
257;3552330000000;20;2023-06-25 09:07:00;
258;5877140000000;42;2023-06-25 06:34:00;
259;3291500000000;55;2023-06-25 18:24:00;
260;6974040000000;185;2023-06-25 11:54:00;
261;7112550000000;118;2023-06-25 14:15:00;
262;3890200000000;197;2023-06-25 13:20:00;
263;7873330000000;121;2023-06-25 16:50:00;
264;5189830000000;124;2023-06-25 06:09:00;
265;5925170000000;130;2023-06-25 10:35:00;
266;6190920000000;122;2023-06-25 06:56:00;
267;5325800000000;133;2023-06-25 17:52:00;
268;9462670000000;189;2023-06-25 09:07:00;
269;5419350000000;110;2023-06-25 17:46:00;
270;1688430000000;104;2023-06-25 14:16:00;
271;4426760000000;169;2023-06-25 16:26:00;
272;1611150000000;144;2023-06-25 08:37:00;
273;3943760000000;100;2023-06-25 13:12:00;
274;4485530000000;135;2023-06-25 19:08:00;
275;2083350000000;147;2023-06-25 07:27:00;
276;7219350000000;194;2023-06-25 07:45:00;
277;5840220000000;200;2023-06-25 14:43:00;
278;5271380000000;161;2023-06-25 07:15:00;
279;8190470000000;152;2023-06-25 07:16:00;
280;3246490000000;131;2023-06-25 16:43:00;
281;9097500000000;200;2023-06-25 11:41:00;
282;5873690000000;147;2023-06-25 16:05:00;
283;8467440000000;180;2023-06-25 19:10:00;
284;7058160000000;133;2023-06-25 13:39:00;
285;8235090000000;147;2023-06-25 19:57:00;
286;6729660000000;159;2023-06-25 06:50:00;
287;1267900000000;133;2023-06-25 07:59:00;
288;4492170000000;189;2023-06-25 10:46:00;
289;1610870000000;122;2023-06-25 10:44:00;
290;4138480000000;178;2023-06-25 17:46:00;
291;6636060000000;176;2023-06-25 15:40:00;
292;3440860000000;105;2023-06-25 08:35:00;
293;2944910000000;114;2023-06-25 11:44:00;
294;8001160000000;149;2023-06-25 17:08:00;
295;3476240000000;142;2023-06-25 14:04:00;
296;4629930000000;140;2023-06-25 08:28:00;
297;1234500000000;123;2023-06-25 08:12:00;
298;3514430000000;100;2023-06-25 18:22:00;
299;2839150000000;192;2023-06-25 15:47:00;
300;8166000000000;187;2023-06-25 14:25:00;
301;9450070000000;135;2023-06-25 09:55:00;
302;7549270000000;185;2023-06-25 16:44:00;
303;4559870000000;193;2023-06-25 11:36:00;
304;6458090000000;116;2023-06-25 16:01:00;
305;4901920000000;107;2023-06-25 05:40:00;
306;4990250000000;129;2023-06-25 13:49:00;
307;3613010000000;125;2023-06-25 17:20:00;
308;4214090000000;145;2023-06-25 08:32:00;
309;5970230000000;138;2023-06-25 17:35:00;
310;8083660000000;154;2023-06-25 14:26:00;
311;9332940000000;127;2023-06-25 09:45:00;
312;9884610000000;113;2023-06-25 18:01:00;
313;4982920000000;140;2023-06-25 13:58:00;
314;5543110000000;135;2023-06-25 19:18:00;
315;9687520000000;164;2023-06-25 12:19:00;
316;3363320000000;138;2023-06-25 08:40:00;
317;1920310000000;184;2023-06-25 06:09:00;
318;3824730000000;192;2023-06-25 07:00:00;
319;1406040000000;107;2023-06-25 11:37:00;
320;3121730000000;185;2023-06-25 15:08:00;
321;4204170000000;188;2023-06-25 19:18:00;
322;4385150000000;120;2023-06-25 13:12:00;
323;8913110000000;183;2023-06-25 15:38:00;
324;6241620000000;185;2023-06-25 14:35:00;
325;3864940000000;183;2023-06-25 11:32:00;
326;8887500000000;108;2023-06-25 05:26:00;
327;6783230000000;162;2023-06-25 17:08:00;
328;8608120000000;181;2023-06-25 12:29:00;
329;9608520000000;137;2023-06-25 18:25:00;
330;5066650000000;192;2023-06-25 10:03:00;
331;6756220000000;194;2023-06-25 18:35:00;
332;6627230000000;143;2023-06-25 16:08:00;
333;1602540000000;179;2023-06-25 18:34:00;
334;7147650000000;159;2023-06-25 19:09:00;
335;1547440000000;187;2023-06-25 06:08:00;
336;6641840000000;163;2023-06-25 12:07:00;
337;6800320000000;175;2023-06-25 08:43:00;
338;9953630000000;105;2023-06-25 05:46:00;
339;3703640000000;173;2023-06-25 18:36:00;
340;3233500000000;129;2023-06-25 19:31:00;
341;7501880000000;130;2023-06-25 10:42:00;
342;2103400000000;195;2023-06-25 07:42:00;
343;4206210000000;100;2023-06-25 17:18:00;
344;4209970000000;116;2023-06-25 14:04:00;
345;9166660000000;200;2023-06-25 06:05:00;
346;7329670000000;156;2023-06-25 10:29:00;
347;4278090000000;112;2023-06-25 10:45:00;
348;8283420000000;158;2023-06-25 19:47:00;
349;5332550000000;136;2023-06-25 08:36:00;
350;4183810000000;147;2023-06-25 19:09:00;
351;3903850000000;101;2023-06-25 06:20:00;
352;8900800000000;140;2023-06-25 19:08:00;
353;4386900000000;125;2023-06-25 05:48:00;
354;5195880000000;134;2023-06-25 07:11:00;
355;9515340000000;126;2023-06-25 09:15:00;
356;9114510000000;176;2023-06-25 09:10:00;
357;8435380000000;110;2023-06-25 15:22:00;
358;1342020000000;180;2023-06-25 06:50:00;
359;8974270000000;158;2023-06-25 12:08:00;
360;1958310000000;161;2023-06-25 10:23:00;
361;3768310000000;102;2023-06-25 06:16:00;
362;6298320000000;199;2023-06-25 15:10:00;
363;2709900000000;167;2023-06-25 09:48:00;
364;7151350000000;116;2023-06-25 19:33:00;
365;6676870000000;116;2023-06-25 12:25:00;
366;2907660000000;168;2023-06-25 07:12:00;
367;2355790000000;171;2023-06-25 16:46:00;
368;3245470000000;184;2023-06-25 13:19:00;
369;5706960000000;109;2023-06-25 10:38:00;
370;7993870000000;176;2023-06-25 13:14:00;
371;4572380000000;147;2023-06-25 08:36:00;
372;4145800000000;101;2023-06-25 13:57:00;
373;3620590000000;144;2023-06-25 11:00:00;
374;4629720000000;172;2023-06-25 08:55:00;
375;7239370000000;113;2023-06-25 07:10:00;
376;4421100000000;142;2023-06-25 18:56:00;
377;6753230000000;199;2023-06-25 09:38:00;
378;5031180000000;188;2023-06-25 12:07:00;
379;8297180000000;182;2023-06-25 10:00:00;
380;2840030000000;144;2023-06-25 17:30:00;
381;2222660000000;101;2023-06-25 09:42:00;
382;8383920000000;173;2023-06-25 10:06:00;
383;9864840000000;186;2023-06-25 17:15:00;
384;8890350000000;172;2023-06-25 09:58:00;
385;9343710000000;161;2023-06-25 16:56:00;
386;4822750000000;131;2023-06-25 12:51:00;
387;3029050000000;191;2023-06-25 11:25:00;
388;3063470000000;176;2023-06-25 14:21:00;
389;3250250000000;164;2023-06-25 08:45:00;
390;5156820000000;181;2023-06-25 09:15:00;
391;9124730000000;172;2023-06-25 19:20:00;
392;7517000000000;111;2023-06-25 18:31:00;
393;5754060000000;161;2023-06-25 13:36:00;
394;2777770000000;132;2023-06-25 19:14:00;
395;6711410000000;121;2023-06-25 08:46:00;
396;5702690000000;108;2023-06-25 06:27:00;
397;6741780000000;175;2023-06-25 09:25:00;
398;3066670000000;154;2023-06-25 07:08:00;
399;6593740000000;180;2023-06-25 13:46:00;
400;7238010000000;200;2023-06-25 16:32:00;
401;3345360000000;127;2023-06-25 12:11:00;
402;9170690000000;197;2023-06-25 12:54:00;
403;9736720000000;179;2023-06-25 06:40:00;
404;2091210000000;168;2023-06-25 12:04:00;
405;1305580000000;146;2023-06-25 12:53:00;
406;2292540000000;171;2023-06-25 17:53:00;
407;8908740000000;117;2023-06-25 15:12:00;
408;6353550000000;173;2023-06-25 17:39:00;
409;9949640000000;187;2023-06-25 15:11:00;
410;3266030000000;145;2023-06-25 11:51:00;
411;9875020000000;191;2023-06-25 08:44:00;
412;4601660000000;153;2023-06-25 14:25:00;
413;4533400000000;124;2023-06-25 06:13:00;
414;2266290000000;125;2023-06-25 07:43:00;
415;7819510000000;161;2023-06-25 13:59:00;
416;8096670000000;118;2023-06-25 18:12:00;
417;1510480000000;157;2023-06-25 13:31:00;
418;8490000000000;152;2023-06-25 11:59:00;
419;5912060000000;180;2023-06-25 12:21:00;
420;3887390000000;113;2023-06-25 14:24:00;
421;3793880000000;184;2023-06-25 06:32:00;
422;2694170000000;138;2023-06-25 10:31:00;
423;6908580000000;103;2023-06-25 15:36:00;
424;6520640000000;100;2023-06-25 16:59:00;
425;4463070000000;158;2023-06-25 18:30:00;
426;7428150000000;200;2023-06-25 09:43:00;
427;5707800000000;190;2023-06-25 05:36:00;
428;6578950000000;168;2023-06-25 17:31:00;
429;9316690000000;171;2023-06-25 16:40:00;
430;7009950000000;190;2023-06-25 16:10:00;
431;6319280000000;187;2023-06-25 11:17:00;
432;4308120000000;146;2023-06-25 16:08:00;
433;9576520000000;175;2023-06-25 08:34:00;
434;5247320000000;175;2023-06-25 18:50:00;
435;3838330000000;196;2023-06-25 12:49:00;
436;8368860000000;187;2023-06-25 10:00:00;
437;2831710000000;180;2023-06-25 09:57:00;
438;1854510000000;119;2023-06-25 13:25:00;
439;9582930000000;180;2023-06-25 08:27:00;
440;9169750000000;174;2023-06-25 07:05:00;
441;4867070000000;140;2023-06-25 12:37:00;
442;8669170000000;155;2023-06-25 08:10:00;
443;4393770000000;149;2023-06-25 13:36:00;
444;6814050000000;114;2023-06-25 09:33:00;
445;4118940000000;196;2023-06-25 07:35:00;
446;4056450000000;112;2023-06-25 14:20:00;
447;5792570000000;162;2023-06-25 05:22:00;
448;9392290000000;151;2023-06-25 18:23:00;
449;8084700000000;184;2023-06-25 18:35:00;
450;4867120000000;173;2023-06-25 08:22:00;
451;7466860000000;140;2023-06-25 10:32:00;
452;5895490000000;115;2023-06-25 11:49:00;
453;4702160000000;139;2023-06-25 10:53:00;
454;3529530000000;195;2023-06-25 08:16:00;
455;5971510000000;167;2023-06-25 14:20:00;
456;2818440000000;174;2023-06-25 12:19:00;
457;8371340000000;195;2023-06-25 19:19:00;
458;5241490000000;189;2023-06-25 08:10:00;
459;2748690000000;179;2023-06-25 17:48:00;
460;2118580000000;128;2023-06-25 13:00:00;
461;8121470000000;180;2023-06-25 12:29:00;
462;8782760000000;100;2023-06-25 10:21:00;
463;2900050000000;183;2023-06-25 06:23:00;
464;8651900000000;178;2023-06-25 11:40:00;
465;7984930000000;123;2023-06-25 17:46:00;
466;9989790000000;121;2023-06-25 19:36:00;
467;4027620000000;120;2023-06-25 14:44:00;
468;8546600000000;153;2023-06-25 06:59:00;
469;7571870000000;155;2023-06-25 07:28:00;
470;4637110000000;174;2023-06-25 05:32:00;
471;5516550000000;157;2023-06-25 19:51:00;
472;9592500000000;120;2023-06-25 06:20:00;
473;6154550000000;139;2023-06-25 14:02:00;
474;7809400000000;199;2023-06-25 14:51:00;
475;2624910000000;187;2023-06-25 11:44:00;
476;7583390000000;101;2023-06-25 16:07:00;
477;9521510000000;161;2023-06-25 05:17:00;
478;8890680000000;138;2023-06-25 05:31:00;
479;9500720000000;173;2023-06-25 05:39:00;
480;2002970000000;185;2023-06-25 14:08:00;
481;6475450000000;194;2023-06-25 15:19:00;
482;2087000000000;148;2023-06-25 19:23:00;
483;7773780000000;112;2023-06-25 14:12:00;
484;5768670000000;152;2023-06-25 10:33:00;
485;2571710000000;131;2023-06-25 19:24:00;
486;2926600000000;109;2023-06-25 14:16:00;
487;9171560000000;157;2023-06-25 17:55:00;
488;1995700000000;199;2023-06-25 07:30:00;
489;2841050000000;152;2023-06-25 16:03:00;
490;5845340000000;149;2023-06-25 05:11:00;
491;9278850000000;175;2023-06-25 18:41:00;
492;4623740000000;109;2023-06-25 15:36:00;
493;1246180000000;146;2023-06-25 10:26:00;
494;7582590000000;150;2023-06-25 05:45:00;
495;4578870000000;195;2023-06-25 06:31:00;
496;9505490000000;165;2023-06-25 19:45:00;
497;5177080000000;175;2023-06-25 14:39:00;
498;6101830000000;107;2023-06-25 08:27:00;
499;2977270000000;129;2023-06-25 16:54:00;
500;5186800000000;175;2023-06-25 07:07:00;
501;5474900000000;153;2023-06-25 11:55:00;
502;2889720000000;132;2023-06-25 07:43:00;
503;4134280000000;197;2023-06-25 08:18:00;
504;8089320000000;174;2023-06-25 12:50:00;
505;1898560000000;142;2023-06-25 17:31:00;
506;4452670000000;178;2023-06-25 09:09:00;
507;1094040000000;162;2023-06-25 05:30:00;
508;7667670000000;167;2023-06-25 11:34:00;
509;5337320000000;152;2023-06-25 19:00:00;
510;7443240000000;172;2023-06-25 09:57:00;
511;3514820000000;125;2023-06-25 05:05:00;
512;3092460000000;164;2023-06-25 08:55:00;
513;4904410000000;105;2023-06-25 13:12:00;
514;5497310000000;223;2023-06-25 16:38:00;
515;8231240000000;287;2023-06-25 08:12:00;
516;8879570000000;291;2023-06-25 19:55:00;
517;5515440000000;234;2023-06-25 12:03:00;
518;3066820000000;260;2023-06-25 14:04:00;
519;3282040000000;260;2023-06-25 05:51:00;
520;2448130000000;297;2023-06-25 09:04:00;
521;9002970000000;236;2023-06-25 06:04:00;
522;1697350000000;300;2023-06-25 16:12:00;
523;4141280000000;292;2023-06-25 17:42:00;
524;7800090000000;237;2023-06-25 19:51:00;
525;1300220000000;255;2023-06-25 08:41:00;
526;5378640000000;264;2023-06-25 14:50:00;
527;5609910000000;231;2023-06-25 13:56:00;
528;4427230000000;259;2023-06-25 09:03:00;
529;5178630000000;221;2023-06-25 15:54:00;
530;7201110000000;229;2023-06-25 18:41:00;
531;6442410000000;240;2023-06-25 14:00:00;
532;7394810000000;252;2023-06-25 06:48:00;
533;4782210000000;235;2023-06-25 14:29:00;
534;7870020000000;232;2023-06-25 07:46:00;
535;6310670000000;211;2023-06-25 10:40:00;
536;8847480000000;276;2023-06-25 17:54:00;
537;1721050000000;298;2023-06-25 14:19:00;
538;5052920000000;241;2023-06-25 16:11:00;
539;4403400000000;220;2023-06-25 15:13:00;
540;5193470000000;262;2023-06-25 16:12:00;
541;2578750000000;230;2023-06-25 05:00:00;
542;9051870000000;242;2023-06-25 19:44:00;
543;1529670000000;254;2023-06-25 09:36:00;
544;3548920000000;232;2023-06-25 12:59:00;
545;1013330000000;259;2023-06-25 10:14:00;
546;8018300000000;295;2023-06-25 10:22:00;
547;2494220000000;221;2023-06-25 10:58:00;
548;8690110000000;214;2023-06-25 11:54:00;
549;1857370000000;269;2023-06-25 07:44:00;
550;6104160000000;267;2023-06-25 09:13:00;
551;8499910000000;259;2023-06-25 10:08:00;
552;6458210000000;262;2023-06-25 12:21:00;
553;3771930000000;286;2023-06-25 17:28:00;
554;9423930000000;285;2023-06-25 14:55:00;
555;6638030000000;288;2023-06-25 08:48:00;
556;5721930000000;225;2023-06-25 08:11:00;
557;8579540000000;205;2023-06-25 15:12:00;
558;1089800000000;227;2023-06-25 08:05:00;
559;4598430000000;234;2023-06-25 12:13:00;
560;8455760000000;241;2023-06-25 09:45:00;
561;4506040000000;223;2023-06-25 17:20:00;
562;6341230000000;201;2023-06-25 17:59:00;
563;9512960000000;267;2023-06-25 18:26:00;
564;9562820000000;200;2023-06-25 11:53:00;
565;2477360000000;299;2023-06-25 05:03:00;
566;2740320000000;266;2023-06-25 07:21:00;
567;5347690000000;242;2023-06-25 14:22:00;
568;2810790000000;207;2023-06-25 05:33:00;
569;3306910000000;202;2023-06-25 08:33:00;
570;4899110000000;248;2023-06-25 09:33:00;
571;9462280000000;207;2023-06-25 14:26:00;
572;6179570000000;245;2023-06-25 05:02:00;
573;4572020000000;241;2023-06-25 11:13:00;
574;8892690000000;286;2023-06-25 10:42:00;
575;9099540000000;266;2023-06-25 10:30:00;
576;7631120000000;226;2023-06-25 10:59:00;
577;3291920000000;246;2023-06-25 12:21:00;
578;3680050000000;284;2023-06-25 09:00:00;
579;4262150000000;209;2023-06-25 17:27:00;
580;4377510000000;248;2023-06-25 13:11:00;
